CMP	HSC	MEP	MPP	P1	P2	P3	P4	P5	P6	P7	P8
178	225	200	230	52	117	157	176	192	107	185	105
11	5	12	0	9	18	19	20	13	13	8	11
27	1	157	11	1	70	106	59	31	15	16	9
11	1	13	9	11	1	22	10	6	14	19	10
143	94	122	115	47	70	86	92	64	44	78	61
170	222	129	182	45	76	107	88	94	56	54	45
132	143	123	133	19	24	30	28	25	9	17	18
67	67	74	56	19	28	39	28	17	10	10	13
15	16	8	34	5	21	20	13	5	10	4	11
11	0	20	2	0	10	10	17	6	2	8	7
57	85	55	79	19	39	57	44	22	16	21	14
2	2	5	1	2	6	15	10	21	7	7	6
3	3	1	0	3	9	5	4	3	7	3	9
128	25	59	58	17	5	4	4	6	6	2	3
48	38	51	53	16	23	53	39	14	13	14	12
42	25	56	31	18	32	31	22	19	8	16	16
18	1	8	4	23	3	7	7	9	6	12	9
0	2	7	3	0	14	30	43	55	4	8	7
113	79	28	70	19	14	9	7	5	5	17	11
115	127	25	113	72	20	4	8	9	15	14	11
361	490	51	419	117	71	63	29	12	6	18	10
6	4	18	8	9	52	86	46	17	13	12	15
7	6	71	7	9	105	166	154	69	25	16	13
182	207	160	218	39	93	203	197	256	67	65	23
193	248	132	234	30	37	91	91	64	24	29	17
46	34	115	32	7	15	35	33	9	13	6	8
8	1	64	5	11	121	203	228	180	24	18	12
37	35	11	42	24	6	10	13	5	10	2	6
89	3	29	5	23	7	7	5	7	3	8	9
87	86	45	99	17	37	46	34	16	8	18	20
131	171	103	174	30	47	66	41	63	26	57	35
208	308	149	333	24	29	62	44	60	33	54	25
196	304	232	266	57	104	157	117	148	79	170	117
819	856	348	862	141	60	26	20	18	23	27	23
147	278	60	197	20	28	50	45	16	15	40	24
17	10	23	16	3	14	32	28	21	11	10	10
178	407	51	355	30	19	12	11	10	10	20	18
121	175	56	151	6	21	38	20	12	9	15	19
1131	1331	880	1255	274	501	674	671	970	537	1048	666
37	5	149	7	17	131	252	316	691	310	395	107
9	6	16	6	8	29	25	30	60	73	177	76
524	110	535	155	38	199	288	334	820	374	514	232
26	10	90	7	6	17	20	37	77	37	53	22
4	3	7	3	2	4	8	7	15	11	25	19
29	28	28	18	8	32	26	13	34	17	31	34
170	171	71	154	11	21	21	20	6	8	14	17
81	134	111	113	7	31	75	56	94	88	254	132
19	36	36	28	7	25	37	57	68	18	63	30
39	38	119	50	5	52	76	59	95	79	218	136
518	778	447	652	39	137	175	115	155	50	69	38
89	70	59	87	13	20	43	30	48	27	37	41
325	84	543	128	34	156	247	209	61	13	37	16
107	7	60	17	7	50	68	105	102	28	24	18
134	150	107	129	29	68	110	90	92	48	89	40
160	388	159	315	44	101	150	151	218	130	142	68
270	565	288	509	58	132	142	160	245	129	137	100
452	317	145	348	50	25	35	11	13	15	21	22
319	887	101	679	23	44	47	31	22	15	17	12
156	172	68	231	31	18	16	12	18	4	15	15
139	145	122	133	21	53	72	52	50	38	44	33
5	4	6	7	5	16	25	19	9	14	21	16
9	8	16	8	3	21	40	18	16	5	6	10
166	233	156	195	26	48	77	55	21	14	20	5
80	102	70	92	7	36	63	71	52	29	13	7
17	0	106	3	4	39	58	45	11	7	4	2
41	16	74	20	2	40	96	108	68	15	16	11
100	34	10	43	19	8	6	3	9	9	8	4
89	96	93	94	12	35	61	68	72	15	9	14
347	533	246	453	34	61	94	64	95	47	52	42
848	1237	625	1071	171	289	439	400	628	222	304	80
304	787	123	628	29	26	48	28	17	17	15	7
109	141	132	115	30	83	162	146	158	83	112	66
60	80	124	81	19	131	261	279	307	83	145	41
34	15	18	16	9	12	32	16	21	15	19	24
92	110	105	122	5	28	42	21	17	26	21	12
123	8	184	16	13	115	177	151	96	33	52	25
747	279	958	450	84	248	293	109	15	8	14	14
366	71	460	180	20	119	222	180	187	22	26	11
30	3	48	5	6	33	50	70	51	8	9	10
8	1	16	4	5	10	35	27	34	13	19	15
3	1	12	5	10	8	20	7	15	8	13	8
23	36	137	21	5	27	87	61	21	11	15	15
13	5	16	4	5	15	25	27	4	8	5	4
186	321	50	256	28	12	8	10	8	3	8	9
12	16	35	7	5	9	23	26	46	19	9	9
67	225	73	170	9	36	55	37	24	16	16	21
4	4	19	3	7	8	32	31	11	14	10	10
1464	1718	1058	1751	214	318	464	472	651	193	170	50
341	147	97	174	46	20	12	7	7	4	12	5
84	222	104	169	13	84	138	103	45	24	37	18
42	19	47	21	7	21	30	20	6	7	8	10
120	122	38	131	17	26	58	30	21	13	16	17
254	388	167	310	36	44	82	66	70	18	32	17
456	556	352	545	65	123	169	179	236	112	178	44
10	5	8	11	10	56	102	74	25	10	11	7
26	11	52	20	6	23	33	29	8	5	9	4
72	138	82	105	10	27	43	32	10	7	21	7
48	14	86	33	10	34	40	19	6	3	10	5
2	5	4	1	10	18	11	11	10	12	8	18
18	9	5	8	18	7	3	5	6	5	10	6
4	0	5	2	17	17	5	3	1	5	7	8
50	28	38	25	14	17	10	13	5	11	8	8
4	3	5	1	3	4	7	2	7	3	7	15
24	15	37	19	8	26	45	33	32	19	29	14
47	5	113	7	15	243	437	662	1369	354	348	46
67	86	41	97	23	14	18	9	20	18	9	6
222	429	173	344	22	30	25	17	4	4	10	3
416	512	323	449	58	109	145	138	264	133	247	109
401	457	317	466	56	148	189	222	358	157	345	205
151	156	163	159	80	114	132	158	293	159	327	163
6	3	25	1	3	26	42	31	16	4	5	16
102	111	65	104	36	37	49	24	35	21	19	9
762	776	576	820	255	429	675	621	731	463	938	603
174	182	99	178	37	61	83	73	90	55	57	64
32	29	39	36	18	42	49	60	83	38	53	45
11	5	46	13	11	75	165	191	375	133	154	65
14	2	29	6	10	19	41	25	24	14	32	23
30	4	295	7	12	97	116	84	22	7	15	6
136	6	256	2	125	273	448	395	309	113	328	205
636	847	438	793	85	196	308	318	589	286	630	398
2	1	26	7	7	71	156	133	111	45	76	22
205	339	166	287	23	94	162	173	287	127	168	75
40	54	50	50	15	45	72	46	42	31	24	15
14	14	18	12	8	29	50	44	55	23	20	13
241	236	233	254	85	133	197	214	396	186	235	109
71	55	54	50	23	72	76	97	215	86	40	16
20	6	50	9	19	285	456	406	251	63	74	34
34	18	48	20	24	30	54	54	70	55	72	43
28	6	67	4	6	29	54	64	44	19	17	9
38	29	40	27	26	40	53	34	29	25	29	36
86	19	18	19	72	18	12	5	15	7	15	10
81	11	45	17	8	22	28	6	7	8	5	5
225	321	160	308	23	17	26	13	5	3	4	3
483	629	267	678	137	84	74	21	13	12	22	17
166	435	42	297	28	10	18	5	4	6	8	8
182	77	244	75	16	78	84	64	22	14	5	5
198	145	194	143	29	36	48	20	8	12	10	6
1	1	4	0	3	15	18	15	27	22	15	13
2	0	16	3	4	3	16	6	28	17	13	12
9	5	16	3	3	4	11	11	79	26	18	7
74	13	190	37	13	107	199	311	546	116	40	11
5	10	12	6	5	14	8	11	51	21	11	9
326	54	58	124	58	33	8	7	8	14	16	5
8	14	3	8	12	10	11	14	25	10	14	7
74	45	40	74	22	20	38	17	11	10	14	12
51	23	19	24	36	5	9	8	10	8	8	11
95	117	113	90	22	35	71	57	38	23	31	21
63	79	56	79	18	54	55	35	37	18	12	21
47	24	37	56	12	29	28	16	8	8	14	10
119	75	122	93	12	35	44	12	6	4	10	10
91	21	50	30	39	10	6	12	10	5	18	15
5	5	12	3	6	4	21	3	6	11	6	15
28	55	14	51	24	25	19	13	14	3	11	23
27	87	21	66	5	34	52	43	66	33	76	103
389	535	355	469	108	238	345	319	755	358	841	558
115	141	110	127	30	70	84	62	55	34	84	69
66	101	55	101	14	39	58	49	62	44	48	45
140	230	135	238	7	50	58	42	22	22	14	11
18	2	83	9	12	44	77	58	80	19	24	12
8	2	57	4	3	36	75	73	193	68	60	24
0	4	10	1	3	19	54	70	89	38	45	12
120	93	129	114	31	58	93	70	33	11	16	6
117	0	63	18	42	49	88	59	20	9	13	9
9	0	36	4	3	15	33	22	10	3	4	5
83	120	71	113	21	33	69	72	148	75	172	90
180	230	162	206	78	106	158	175	334	177	362	268
7	5	11	7	6	12	15	21	12	12	17	12
13	40	38	44	13	20	20	24	22	16	21	24
2	3	9	4	7	8	7	3	10	16	15	11
12	1	31	2	5	27	53	44	19	7	8	4
63	57	49	58	23	47	78	64	76	53	81	59
63	47	71	37	37	77	130	109	198	109	205	126
176	26	210	54	43	116	229	284	519	253	368	70
4	3	7	2	6	60	114	99	34	16	21	10
7	3	22	4	2	54	100	57	29	21	69	27
6	10	12	11	3	7	12	9	6	13	31	11
17	12	36	3	3	27	50	53	70	24	25	7
13	5	38	4	3	20	19	14	15	7	9	6
7	3	32	9	4	17	26	25	27	20	31	16
32	2	97	13	8	89	157	149	103	60	73	31
25	1	133	9	9	113	181	175	171	49	48	27
6	5	9	6	6	13	13	11	18	6	25	25
181	227	156	232	58	123	193	171	496	274	486	292
137	104	390	139	19	157	328	389	1374	722	1297	470
2	8	10	6	9	10	16	9	26	28	61	20
40	31	23	35	29	7	18	11	13	8	19	15
18	16	24	15	8	8	27	18	16	16	27	30
167	321	107	239	26	46	73	72	164	97	200	150
975	1433	662	1206	130	220	352	328	855	373	888	594
154	173	142	182	72	96	132	119	168	82	165	119
6	3	26	2	10	29	42	26	16	11	28	17
25	76	16	57	19	16	19	17	12	11	18	6
736	110	1149	250	58	524	906	994	931	215	204	47
57	29	48	40	6	24	61	39	30	9	17	17
25	22	31	27	4	20	18	7	12	8	69	55
125	63	141	60	24	50	73	41	43	18	48	37
94	74	47	102	33	44	41	37	26	14	41	27
197	82	176	98	37	73	92	56	18	17	15	17
33	19	65	22	7	33	44	34	56	37	43	16
19	6	27	14	4	18	39	22	36	12	11	13
222	81	39	109	21	15	10	6	11	12	7	11
98	18	251	55	13	135	211	187	132	59	134	63
117	101	123	83	29	47	95	84	107	74	115	43
123	211	106	178	46	71	114	106	151	87	143	161
317	188	246	204	41	38	64	53	27	29	24	18
71	29	88	25	31	48	48	43	77	74	138	78
102	55	96	53	24	73	92	92	180	147	361	220
18	4	16	7	9	15	18	18	23	11	31	19
3	2	21	1	8	67	155	189	100	27	40	20
6	3	6	1	6	36	68	56	42	19	22	18
118	92	115	91	28	48	48	22	24	13	23	30
58	62	66	51	21	39	80	71	113	58	58	34
112	111	92	108	30	27	36	34	50	25	31	17
170	165	122	176	21	40	30	22	42	18	19	26
148	14	160	34	14	97	142	84	26	10	23	14
168	357	36	290	32	16	11	10	10	4	9	11
34	109	25	65	3	16	26	17	14	7	7	5
6	3	14	5	7	34	54	41	22	14	14	13
10	3	32	6	4	30	62	54	36	12	24	6
38	78	40	62	16	27	55	51	38	26	52	23
65	67	55	75	19	38	56	52	48	31	42	21
10	5	11	6	3	19	30	18	12	5	15	10
40	28	17	30	39	18	15	8	4	13	20	15
167	170	176	171	38	107	183	142	140	54	84	48
169	285	36	236	30	20	13	10	11	7	15	11
82	89	72	76	25	41	50	35	36	20	33	19
132	152	60	139	46	33	46	25	25	14	17	22
73	113	58	104	21	35	45	24	41	19	16	18
72	125	74	96	16	50	67	37	46	23	21	12
7	2	13	3	7	15	27	16	8	10	11	15
54	48	61	33	11	25	26	31	16	10	6	9
7	3	8	6	7	10	15	15	9	9	11	13
12	3	25	5	7	47	113	131	78	24	26	17
396	420	348	383	165	273	367	354	611	319	619	268
233	235	230	226	64	134	178	147	247	151	284	123
100	81	118	93	35	65	81	59	58	30	41	20
52	41	54	39	14	32	39	28	39	29	14	14
373	409	352	405	86	207	335	276	444	231	453	275
525	563	397	563	156	250	353	375	746	359	611	310
27	38	32	34	23	30	55	40	75	56	73	64
292	305	287	311	16	40	64	44	21	11	5	5
483	547	361	556	48	61	67	50	40	20	56	37
5	1	6	3	4	9	17	22	85	67	98	20
18	36	19	28	3	8	8	4	4	7	40	15
92	75	61	93	11	24	51	12	18	16	23	13
44	2	75	8	5	13	24	6	7	6	3	1
17	13	22	14	7	12	14	19	30	21	22	18
105	94	87	99	19	31	39	29	22	15	17	18
102	64	126	71	14	54	55	13	15	6	8	5
89	49	68	49	7	19	30	12	8	17	10	4
190	184	114	177	30	47	54	49	31	14	23	15
12	2	15	6	2	28	29	21	17	16	17	12
47	21	41	22	9	35	42	25	26	12	30	19
16	9	23	15	2	26	16	19	24	9	19	11
29	4	17	4	26	7	12	7	5	7	8	12
3	2	14	7	6	18	27	19	17	12	9	12
93	121	91	122	31	44	50	43	26	14	27	19
167	157	163	191	62	58	77	65	60	35	53	21
139	110	146	131	23	77	108	107	76	20	24	15
45	60	32	54	27	37	59	32	25	21	30	20
49	30	26	40	26	22	37	20	24	18	22	17
14	13	10	12	12	32	54	23	8	11	8	7
159	125	65	148	39	62	106	83	40	20	30	23
5	2	25	2	3	36	71	82	51	22	24	7
4	1	7	4	8	67	102	87	32	23	33	20
8	6	36	3	6	57	111	105	139	60	66	31
97	116	74	98	25	72	96	67	113	61	56	30
336	454	328	428	118	219	358	348	706	357	663	445
34	32	36	33	17	27	43	33	20	14	22	9
130	169	107	163	44	59	127	92	154	97	114	60
49	69	57	59	22	29	36	25	31	19	26	15
468	540	369	553	57	124	176	133	202	118	158	71
28	18	78	29	14	134	268	228	90	34	40	13
10	6	21	5	4	11	11	19	27	14	9	5
250	331	165	326	78	141	187	160	260	126	236	116
17	10	24	15	16	22	36	34	21	11	18	22
85	87	50	89	28	18	34	21	11	7	14	6
30	44	44	36	9	28	25	21	8	4	9	14
88	129	39	151	18	7	2	3	4	2	4	8
96	125	61	123	11	30	33	16	8	6	26	15
6	3	4	1	19	9	12	5	8	6	14	7
2	3	4	3	6	12	9	5	10	7	9	9
68	55	61	53	20	29	36	28	13	2	2	6
183	237	81	252	18	32	38	14	17	14	14	17
93	2	5	0	37	10	2	2	6	8	6	4
2	1	2	6	4	2	10	7	9	10	30	10
84	61	80	73	16	33	45	48	38	21	38	42
61	264	90	177	8	55	90	41	16	54	248	152
14	10	84	7	10	35	65	40	23	21	27	23
234	250	184	239	78	137	192	193	288	167	350	199
90	76	106	103	21	39	58	41	48	46	77	58
159	167	254	169	11	71	100	58	23	9	10	5
633	774	414	756	173	247	325	412	787	339	569	233
44	24	80	37	14	74	103	104	135	51	151	65
73	76	60	67	26	49	67	56	58	38	71	36
3	9	14	17	7	33	41	34	93	83	175	88
90	43	101	55	7	40	109	100	61	22	31	22
16	2	143	3	6	128	248	228	380	237	496	151
158	150	117	158	25	64	71	49	98	57	98	55
1142	1180	834	1149	195	401	627	495	764	351	716	266
4	2	25	2	2	31	40	30	18	11	8	9
3	0	21	7	11	31	49	99	436	178	260	87
697	750	570	763	120	282	382	339	663	343	704	403
266	331	118	308	61	198	234	150	27	30	68	50
183	192	151	192	53	104	177	131	110	68	142	108
165	249	137	253	45	142	165	113	184	103	157	101
669	706	543	748	182	304	423	416	532	199	363	231
43	2	167	6	12	143	246	251	269	117	212	81
10	30	14	19	8	14	15	12	12	23	62	44
165	172	144	171	84	119	154	180	320	181	258	205
357	342	334	328	133	250	342	290	513	224	355	245
33	4	28	6	13	37	65	38	51	19	96	69
44	24	25	18	38	42	62	53	26	23	36	28
29	6	95	16	9	109	246	243	232	62	76	29
48	37	63	41	18	27	39	45	35	33	43	30
240	224	196	218	127	136	224	189	368	205	436	319
287	232	255	264	154	213	341	302	506	290	645	467
7	4	9	2	4	14	47	46	37	20	16	17
96	99	80	115	35	61	107	87	83	54	67	68
28	3	9	2	20	26	30	13	10	9	10	8
237	205	57	205	40	18	22	8	5	10	11	10
315	470	94	421	60	12	7	8	9	10	17	9
19	13	34	20	10	30	36	36	33	16	30	33
67	97	80	85	32	67	108	76	82	53	59	45
72	58	66	55	14	20	38	27	22	17	15	21
21	34	12	20	13	21	29	20	33	20	23	25
37	23	38	32	14	28	37	28	18	15	14	13
51	14	61	38	17	24	40	20	14	13	11	14
7	5	10	4	2	17	27	14	17	11	14	12
65	77	76	56	12	43	35	16	19	12	12	13
68	53	49	52	32	30	39	18	22	11	22	12
150	139	127	144	73	107	146	148	217	112	229	168
295	261	268	289	111	164	242	261	585	327	465	282
13	17	15	17	15	14	19	12	14	3	12	14
143	228	130	192	25	76	96	79	137	64	83	42
116	110	148	101	14	74	111	97	140	40	54	20
96	94	85	112	23	72	86	39	28	18	35	24
5	2	43	6	6	54	127	108	129	69	99	24
154	102	116	102	25	67	88	55	59	31	35	14
4	3	18	3	7	22	40	18	6	9	7	6
43	38	24	30	34	22	16	10	10	5	15	13
7	12	15	17	12	28	32	14	6	10	12	10
500	21	513	122	129	729	1008	559	54	15	22	18
3	1	7	6	5	31	37	31	12	9	15	10
164	72	151	119	30	22	17	9	12	4	20	17
10	10	16	15	10	19	40	14	19	10	11	17
11	42	28	40	5	28	39	23	45	29	44	36
2	1	7	3	2	8	8	10	20	17	24	14
11	0	7	4	6	36	58	110	96	28	26	13
75	41	89	56	8	26	54	31	11	11	5	13
212	241	134	258	58	54	84	70	58	36	57	39
123	110	76	157	19	27	35	30	21	10	11	14
37	49	43	58	9	37	42	21	6	6	11	11
44	46	45	46	20	29	49	33	24	26	36	27
56	77	56	64	24	49	44	33	15	22	47	31
56	94	58	84	21	54	92	52	33	31	49	38
240	331	252	324	68	159	239	212	277	178	397	208
205	252	199	272	67	142	195	184	273	158	340	201
210	287	65	225	25	19	12	5	8	7	6	10
1079	1082	764	1099	218	299	410	376	734	396	809	425
133	149	113	131	48	71	119	89	62	29	47	30
57	48	39	53	12	23	25	12	9	10	7	13
77	290	11	226	15	7	2	3	4	1	4	9
11	1	96	2	6	50	43	32	14	4	7	14
91	103	67	84	21	26	15	12	14	9	8	15
97	55	175	63	20	47	49	27	9	10	12	7
207	256	41	226	89	15	4	9	4	9	11	16
295	337	102	328	48	12	6	6	6	3	7	10
98	76	86	78	22	30	48	36	17	20	19	15
8	76	21	43	6	27	50	33	11	15	10	15
6	0	8	0	6	6	34	21	3	10	9	5
1	0	4	0	9	33	45	24	5	11	9	12
107	6	28	17	80	55	76	44	11	7	6	7
3	1	8	0	3	30	37	17	7	7	10	14
5	0	9	2	4	36	62	48	37	5	6	10
19	4	13	4	9	12	18	9	7	7	12	3
62	89	79	115	5	53	61	45	12	10	3	7
407	440	367	479	69	125	233	196	353	155	227	83
793	803	725	818	147	393	582	578	923	406	651	164
102	158	64	162	21	38	44	42	57	12	25	8
76	2	35	7	32	22	25	12	3	8	7	6
134	189	106	181	65	35	52	31	17	13	14	15
12	6	68	5	9	37	46	43	13	6	8	9
80	119	88	105	24	35	66	46	30	18	14	6
11	5	16	8	4	6	17	7	7	9	4	8
8	11	2	13	4	11	20	3	3	5	9	5
4	3	9	1	3	7	17	12	6	18	12	10
20	10	30	9	6	19	46	39	52	25	24	11
18	39	17	29	9	20	23	20	36	26	33	6
1	3	4	4	4	25	28	27	9	7	8	4
4	2	17	1	14	77	100	121	312	148	176	19
5	3	10	2	6	32	38	32	73	38	30	14
49	8	359	13	9	326	564	535	590	202	227	37
4	1	35	1	4	57	104	82	40	14	25	9
11	3	115	2	0	48	70	32	7	6	7	8
4	1	4	3	6	12	18	24	22	5	6	11
47	13	8	17	42	7	4	0	5	5	6	7
104	84	69	74	20	39	68	58	82	28	39	12
3	2	5	3	2	5	11	5	11	10	5	19
24	7	18	13	17	32	46	27	11	7	15	10
48	51	54	56	24	51	61	55	48	24	27	26
14	2	71	2	6	50	70	57	18	7	16	15
117	55	105	69	17	44	64	49	23	11	27	12
28	14	35	16	13	22	34	36	35	19	14	25
19	2	12	4	19	10	13	17	12	12	9	8
39	25	40	30	18	41	43	45	47	41	73	35
58	258	25	186	17	29	54	25	18	14	29	28
5	2	28	4	9	64	83	84	111	61	62	21
6	1	11	0	0	16	29	19	49	30	95	39
19	21	45	18	15	41	60	37	37	26	33	28
7	16	15	8	10	24	34	30	48	39	71	54
109	358	50	277	38	47	83	42	62	39	96	84
58	75	87	61	17	56	121	133	125	35	42	39
19	19	69	15	19	164	357	326	230	123	310	166
82	230	94	182	12	29	57	52	124	79	235	105
4	5	8	2	7	19	26	18	29	27	42	22
7	13	5	8	11	15	19	29	40	16	21	13
103	20	164	31	27	69	72	100	120	45	59	15
174	178	166	128	54	128	186	181	281	140	316	170
74	100	82	78	46	60	92	59	53	45	87	61
848	1109	998	1120	76	530	841	923	1873	816	1325	614
116	22	148	55	18	131	190	99	122	64	124	50
22	21	39	26	6	27	35	25	12	11	17	19
89	122	129	116	21	79	112	82	104	66	97	84
122	48	94	73	53	114	145	127	228	192	405	236
118	129	97	146	7	30	27	12	7	7	7	9
35	102	28	79	12	8	34	12	10	4	11	9
6	4	4	2	8	29	36	13	7	4	7	3
88	50	58	51	13	34	53	24	12	5	6	8
19	7	38	7	5	27	65	57	14	5	5	8
62	32	54	47	16	50	44	32	7	10	8	2
251	253	210	286	18	60	90	60	16	6	4	9
94	69	60	63	22	27	33	30	10	10	7	10
43	91	57	40	15	35	66	50	47	20	48	44
281	296	243	284	123	212	305	261	464	217	388	169
580	502	520	604	47	156	219	183	189	56	56	14
3	3	24	4	11	67	135	112	52	19	8	9
4	3	14	2	3	20	33	26	5	7	14	10
35	39	21	30	15	31	37	32	24	14	11	12
11	7	10	5	7	10	22	22	27	12	26	6
148	281	83	244	35	33	24	23	9	13	8	10
84	65	77	72	26	52	78	54	38	21	26	24
13	0	85	1	5	16	37	42	25	7	5	7
100	145	22	199	15	5	8	6	8	5	10	8
8	8	15	6	8	10	28	10	17	7	14	15
51	32	67	36	36	54	58	41	15	17	13	12
561	334	181	316	288	104	55	29	27	10	35	12
21	2	46	3	3	20	26	25	18	5	10	8
84	0	21	9	66	17	8	4	20	10	16	11
59	19	33	38	27	21	20	6	8	11	9	7
10	3	21	4	10	18	32	18	11	8	12	9
69	56	31	61	17	34	40	22	9	7	16	6
168	5	34	16	35	17	14	4	6	4	7	2
84	36	32	39	39	24	24	16	6	11	10	8
2	0	10	2	6	6	7	4	7	10	13	9
4	2	9	3	7	1	4	11	4	11	26	13
2	0	12	2	8	11	9	8	12	25	14	18
0	1	3	2	4	8	7	8	7	6	15	24
5	3	6	3	11	2	7	4	2	4	8	9
119	10	16	20	41	10	7	5	13	5	5	5
26	35	5	31	26	8	9	4	10	5	6	12
17	2	24	8	7	18	34	34	27	16	22	8
64	23	26	35	23	15	7	11	8	6	8	16
0	1	2	2	4	11	12	9	15	15	24	18
23	23	43	29	6	17	23	20	6	6	9	7
102	149	103	153	32	73	106	106	107	37	65	23
106	118	86	103	32	54	88	70	61	30	55	44
68	55	72	72	16	33	47	29	14	9	20	15
6	2	7	6	3	15	20	14	8	3	5	13
78	53	103	56	36	90	158	115	81	35	38	21
52	62	71	87	8	36	49	25	8	9	12	9
19	1	2	1	37	13	11	11	10	8	10	7
36	58	76	44	8	35	66	86	39	17	14	17
55	35	51	54	9	32	36	24	19	7	9	16
4	0	42	1	3	28	60	89	49	8	9	3
263	63	107	69	98	69	50	26	17	8	22	17
138	90	120	98	40	51	53	29	16	7	18	7
81	59	39	63	40	20	12	6	12	4	12	8
52	24	14	24	32	11	11	13	6	3	9	4
43	14	132	17	10	49	106	108	68	15	25	10
18	13	15	16	31	31	30	12	8	6	11	9
306	533	81	503	61	14	9	8	9	10	16	9
52	21	29	16	40	31	15	13	11	4	11	9
173	169	123	198	26	22	12	4	1	2	4	4
32	26	84	13	15	145	315	241	78	9	10	9
128	29	131	44	12	47	65	57	19	6	17	16
229	48	187	91	25	74	98	78	16	15	12	22
111	21	143	49	20	79	104	64	14	8	7	11
4	2	11	7	2	14	29	18	4	5	15	9
74	36	221	26	16	99	154	92	28	5	13	14
112	141	116	136	26	38	63	34	9	8	8	8
123	144	132	196	77	50	45	53	18	4	9	14
16	26	23	23	11	29	45	31	18	7	6	13
54	13	96	17	5	25	53	17	3	4	2	3
64	43	85	35	22	30	17	13	10	11	12	14
13	4	7	4	12	38	51	16	5	16	10	12
1	1	8	2	15	4	5	3	13	8	8	18
53	14	12	17	14	15	12	7	10	5	8	12
287	297	230	255	116	136	197	181	303	174	350	255
136	130	121	112	41	75	98	95	127	100	189	146
329	43	218	50	54	95	129	131	35	10	16	19
77	5	64	8	49	49	81	78	67	30	82	32
2	1	23	2	3	28	84	95	105	57	66	15
43	5	58	9	7	34	48	65	32	20	16	15
96	28	59	41	34	33	22	19	14	12	16	11
7	4	31	2	3	29	50	28	41	22	38	15
4	1	48	4	2	36	68	68	19	16	13	12
26	92	32	56	7	12	17	10	8	10	31	13
2	1	7	0	5	6	10	7	12	10	27	12
324	409	249	377	50	122	145	77	16	9	14	11
659	649	457	658	155	278	454	414	846	432	824	462
777	785	560	830	154	333	525	481	907	431	781	479
114	19	353	25	10	124	222	260	169	41	44	12
155	85	218	76	18	31	54	61	48	23	37	16
48	52	62	52	12	14	24	37	20	12	19	13
120	92	219	97	15	71	113	123	234	80	139	49
178	116	320	117	16	151	227	275	431	149	186	61
193	267	164	283	60	91	87	110	183	107	148	142
477	596	425	611	159	222	331	315	719	323	724	558
17	8	29	14	13	19	35	28	15	5	15	10
49	71	51	74	17	41	61	57	67	35	72	80
287	348	267	295	72	142	213	186	319	168	384	298
17	10	11	13	16	14	27	14	42	28	34	41
432	225	410	317	39	150	220	195	109	47	78	38
60	38	69	41	38	51	65	67	132	73	110	41
81	65	65	60	12	37	62	56	88	110	427	224
32	19	38	25	11	21	22	21	41	25	57	33
150	188	94	175	35	74	108	80	73	30	69	52
923	929	785	902	249	406	587	628	1134	556	1206	862
38	14	36	17	8	48	71	44	8	8	11	8
42	5	45	11	17	55	74	42	15	11	14	11
67	122	134	112	4	56	91	106	61	18	27	13
27	15	32	28	6	19	32	24	38	19	25	11
401	575	270	595	45	130	185	125	62	15	36	8
31	39	43	29	19	25	21	24	51	24	37	30
57	40	38	64	19	27	52	44	32	12	14	12
63	46	53	43	10	28	25	23	10	9	11	11
9	6	17	8	10	16	22	14	9	12	16	12
171	4	230	29	25	106	172	137	24	8	9	10
148	89	137	119	30	38	52	31	30	10	25	12
125	84	90	92	26	48	74	59	34	7	14	11
44	45	59	47	8	14	24	22	8	11	5	10
81	85	72	96	22	40	50	49	25	16	17	11
340	294	145	225	91	67	82	81	16	7	9	12
47	37	48	30	17	25	37	37	26	11	20	7
14	2	39	3	3	39	84	90	18	13	12	9
69	5	21	4	54	35	31	15	8	9	11	8
10	7	4	4	25	15	14	12	4	6	9	2
113	120	102	130	23	84	120	71	55	41	95	52
101	44	65	64	37	64	74	75	57	24	37	30
143	110	127	97	63	102	138	91	122	71	133	98
15	9	22	16	21	139	274	251	225	139	332	160
4	2	54	0	9	248	325	263	120	44	68	38
35	24	88	26	2	16	28	32	42	12	13	13
153	309	80	239	15	42	49	42	77	48	93	54
146	190	64	154	47	58	75	49	38	34	43	29
8	5	10	5	8	18	15	21	33	22	46	20
13	26	7	13	4	14	11	9	47	10	48	26
9	5	26	0	7	33	55	45	24	13	24	16
6	1	26	4	8	46	74	53	55	43	68	39
2	2	6	2	1	11	9	8	14	9	49	19
28	3	11	9	10	27	31	29	27	27	44	41
125	16	136	22	10	99	200	330	477	136	115	21
23	5	126	5	7	78	142	183	405	138	183	43
170	197	145	205	22	25	29	37	75	30	67	76
293	304	196	322	59	79	84	88	98	43	75	63
16	11	13	11	7	14	25	22	36	41	77	39
49	148	28	86	19	4	11	9	9	4	12	9
8	2	12	2	10	20	36	26	20	18	20	25
44	11	55	13	40	48	54	75	43	22	20	7
43	36	22	39	43	8	6	7	7	4	12	14
19	6	57	8	20	50	76	68	25	4	13	16
99	1	18	6	106	28	10	8	11	4	12	9
83	56	34	55	30	10	17	4	5	4	5	6
293	387	246	344	75	132	187	142	216	140	265	197
7	7	13	7	4	16	20	7	12	12	25	11
42	47	54	44	11	18	23	24	32	24	31	17
76	4	15	2	31	7	6	5	11	8	15	8
91	66	80	66	25	40	68	46	99	58	141	90
286	257	187	266	62	99	130	103	141	95	174	174
